1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
25,5,21177,15,1,2,9,3,4,0,0,0,17,38,0
4,3,3977,15,1,4,9,3,4,0,0,0,17,38,0
6,3,10972,15,1,4,9,3,4,0,0,0,17,38,0
21,3,12600,15,1,0,11,3,4,0,0,0,17,38,0
2,3,3101,15,1,4,11,3,4,0,0,0,17,38,0
4,3,3772,15,1,4,11,3,4,0,0,0,17,38,0
2,3,5281,15,1,4,11,3,4,0,0,0,17,38,0
2,3,7442,15,1,4,11,3,4,0,0,0,17,38,0
2,3,7634,15,1,4,11,3,4,0,0,0,17,38,0
3,3,10326,15,1,4,11,3,4,0,0,0,17,38,0
2,3,10540,15,1,4,11,3,4,0,0,0,17,38,0
1,3,11798,15,1,4,11,3,4,0,0,0,17,38,0
3,3,13508,15,1,4,11,3,4,0,0,0,17,38,0
2,3,16373,15,1,4,11,3,4,0,0,0,17,38,0
4,3,16758,15,1,4,11,3,4,0,0,0,17,38,0
1,3,18467,15,1,4,11,3,4,0,0,0,17,38,0
2,3,19494,15,1,4,11,3,4,0,0,0,17,38,0
6,3,20770,15,1,4,11,3,4,0,0,0,17,38,0
3,3,3972,7,3,4,11,3,4,0,0,0,17,38,0
5,3,20153,7,3,4,11,3,4,0,0,0,17,38,0
0,3,896,1,13,4,11,3,4,0,0,0,17,38,0
1,3,2370,1,13,4,11,3,4,0,0,0,17,38,0
3,3,11672,1,13,4,11,3,4,0,0,0,17,38,0
2,3,11940,1,13,4,11,3,4,0,0,0,17,38,0
1,3,18789,1,13,4,11,3,4,0,0,0,17,38,0
1,3,2315,2,14,4,11,3,4,0,0,0,17,38,0
6,3,13307,2,14,4,11,3,4,0,0,0,17,38,0
2,3,5443,11,15,4,11,3,4,0,0,0,17,38,0
1,3,6412,11,15,4,11,3,4,0,0,0,17,38,0
1,3,7130,11,15,4,11,3,4,0,0,0,17,38,0
1,3,13808,11,15,4,11,3,4,0,0,0,17,38,0
3,3,13699,8,2,4,12,3,4,0,0,0,17,38,0
11,1,10643,11,15,5,13,3,4,0,0,0,17,38,0
3,8,2416,15,1,4,14,3,4,0,0,0,17,38,0
4,8,5609,15,1,4,14,3,4,0,0,0,17,38,0
4,8,6685,15,1,4,14,3,4,0,0,0,17,38,0
2,8,7629,15,1,4,14,3,4,0,0,0,17,38,0
1,8,13242,15,1,4,14,3,4,0,0,0,17,38,0
2,8,16828,15,1,4,14,3,4,0,0,0,17,38,0
2,8,18585,15,1,4,14,3,4,0,0,0,17,38,0
14,8,17174,7,3,4,14,3,4,0,0,0,17,38,0
1,8,4384,1,13,4,14,3,4,0,0,0,17,38,0
1,8,8945,1,13,4,14,3,4,0,0,0,17,38,0
1,8,10253,2,14,4,14,3,4,0,0,0,17,38,0
0,8,16265,2,14,4,14,3,4,0,0,0,17,38,0
29,1,154,11,15,0,0,4,4,0,0,0,17,38,0
9,1,17563,11,15,0,0,4,4,0,0,0,17,38,0
72,3,15276,11,15,6,0,4,4,0,0,0,17,38,0
49,1,20320,11,15,6,0,4,4,0,0,0,17,38,0
17,3,21440,9,4,0,2,4,4,0,0,0,17,38,0
8,3,3774,15,1,0,3,4,4,0,0,0,17,38,0
6,3,16423,15,1,0,3,4,4,0,0,0,17,38,0
24,1,20579,15,1,0,3,4,4,0,0,0,17,38,0
51,7,6047,15,1,3,4,4,4,0,0,0,17,38,0
34,3,4914,0,12,0,7,4,4,0,0,0,17,38,0
41,3,1423,11,15,0,7,4,4,0,0,0,17,38,0
33,3,2390,11,15,0,7,4,4,0,0,0,17,38,0
19,3,9417,11,15,3,7,4,4,0,0,0,17,38,0
6,3,16764,15,1,4,7,4,4,0,0,0,17,38,0
6,3,17357,15,1,4,7,4,4,0,0,0,17,38,0
24,1,17394,11,15,4,7,4,4,0,0,0,17,38,0
18,3,3293,15,1,5,7,4,4,0,0,0,17,38,0
25,3,8089,11,15,5,7,4,4,0,0,0,17,38,0
7,3,20790,11,15,5,7,4,4,0,0,0,17,38,0
23,3,3164,11,15,6,7,4,4,0,0,0,17,38,0
31,3,20359,11,15,6,7,4,4,0,0,0,17,38,0
27,1,9175,15,1,0,9,4,4,0,0,0,17,38,0
31,3,18311,14,6,0,9,4,4,0,0,0,17,38,0
17,3,7452,11,15,0,9,4,4,0,0,0,17,38,0
3,3,3801,15,1,4,9,4,4,0,0,0,17,38,0
44,1,8393,12,5,4,9,4,4,0,0,0,17,38,0
14,3,3068,11,15,0,11,4,4,0,0,0,17,38,0
35,3,6391,11,15,0,11,4,4,0,0,0,17,38,0
10,3,12637,11,15,3,11,4,4,0,0,0,17,38,0
12,3,6298,15,1,4,11,4,4,0,0,0,17,38,0
5,3,12983,1,13,4,11,4,4,0,0,0,17,38,0
2,3,21433,15,1,5,11,4,4,0,0,0,17,38,0
12,3,16597,11,15,5,11,4,4,0,0,0,17,38,0
19,8,17082,15,1,4,14,4,4,0,0,0,17,38,0
5,8,16452,15,1,5,14,4,4,0,0,0,17,38,0
21,8,9354,8,2,5,14,4,4,0,0,0,17,38,0
53,8,14142,6,11,6,14,4,4,0,0,0,17,38,0
31,8,5299,11,15,6,14,4,4,0,0,0,17,38,0
2,3,19313,11,15,1,0,5,4,0,0,0,17,38,0
22,3,13555,11,15,2,0,5,4,0,0,0,17,38,0
6,3,5497,15,1,2,3,5,4,0,0,0,17,38,0
13,4,7249,15,1,2,3,5,4,0,0,0,17,38,0
9,3,8041,15,1,2,3,5,4,0,0,0,17,38,0
38,5,5598,9,4,2,3,5,4,0,0,0,17,38,0
26,3,5323,1,13,2,5,5,4,0,0,0,17,38,0
29,7,3288,11,15,2,6,5,4,0,0,0,17,38,0
21,3,11010,11,15,1,7,5,4,0,0,0,17,38,0
20,3,10250,7,3,2,7,5,4,0,0,0,17,38,0
28,1,19217,1,13,2,7,5,4,0,0,0,17,38,0
7,3,6887,11,15,2,7,5,4,0,0,0,17,38,0
35,3,9112,11,15,2,7,5,4,0,0,0,17,38,0
20,1,16311,11,15,2,7,5,4,0,0,0,17,38,0
12,3,13807,15,1,2,11,5,4,0,0,0,17,38,0
6,3,9609,7,3,2,11,5,4,0,0,0,17,38,0
43,5,7138,11,15,2,11,5,4,0,0,0,17,38,0
56,5,18666,11,15,2,11,5,4,0,0,0,17,38,0
24,1,19914,15,1,2,13,5,4,0,0,0,17,38,0
27,3,909,8,2,2,13,5,4,0,0,0,17,38,0
19,8,2377,15,1,2,14,5,4,0,0,0,17,38,0
23,8,4769,15,1,2,14,5,4,0,0,0,17,38,0
8,8,61,9,4,2,14,5,4,0,0,0,17,38,0
7,8,4222,11,15,2,14,5,4,0,0,0,17,38,0
51,8,11190,11,15,2,14,5,4,0,0,0,17,38,0
6,3,5483,15,1,4,11,3,1,1,0,0,17,38,0
38,3,10434,15,1,2,0,0,2,1,0,0,17,38,0
38,5,17772,15,1,2,3,0,2,1,0,0,17,38,0
13,3,12726,11,15,2,7,0,2,1,0,0,17,38,0
3,3,13903,1,13,4,2,1,2,1,0,0,17,38,0
30,5,12393,12,5,4,3,1,2,1,0,0,17,38,0
10,3,7921,15,1,4,5,1,2,1,0,0,17,38,0
6,3,17659,15,1,4,7,1,2,1,0,0,17,38,0
3,3,14182,11,15,4,7,2,2,1,0,0,17,38,0
4,0,5471,2,14,4,0,3,2,1,0,0,17,38,0
5,3,4421,11,15,4,5,3,2,1,0,0,17,38,0
7,3,15341,11,15,4,5,3,2,1,0,0,17,38,0
2,3,6053,15,1,4,7,3,2,1,0,0,17,38,0
4,3,10525,0,12,4,7,3,2,1,0,0,17,38,0
6,3,6800,11,15,4,7,3,2,1,0,0,17,38,0
2,3,16784,11,15,4,7,3,2,1,0,0,17,38,0
5,3,2519,15,1,4,11,3,2,1,0,0,17,38,0
4,3,9135,15,1,4,11,3,2,1,0,0,17,38,0
6,3,14414,15,1,4,11,3,2,1,0,0,17,38,0
2,3,1777,11,15,4,11,3,2,1,0,0,17,38,0
2,8,4537,0,12,4,14,3,2,1,0,0,17,38,0
2,8,2076,1,13,4,14,3,2,1,0,0,17,38,0
1,8,16577,2,14,4,14,3,2,1,0,0,17,38,0
38,3,14044,4,9,0,7,4,2,1,0,0,17,38,0
7,3,8767,11,15,4,11,4,2,1,0,0,17,38,0
53,5,3956,15,1,2,2,0,4,1,0,0,17,38,0
19,1,2841,6,11,2,2,0,4,1,0,0,17,38,0
20,3,8235,1,13,2,2,0,4,1,0,0,17,38,0
41,3,3287,11,15,2,2,0,4,1,0,0,17,38,0
1,3,10015,11,15,2,2,0,4,1,0,0,17,38,0
29,5,15423,11,15,2,2,0,4,1,0,0,17,38,0
2,3,17385,11,15,2,2,0,4,1,0,0,17,38,0
23,3,20740,11,15,2,2,0,4,1,0,0,17,38,0
34,5,1842,9,4,2,3,0,4,1,0,0,17,38,0
34,4,11339,9,4,2,3,0,4,1,0,0,17,38,0
39,5,15657,12,5,2,3,0,4,1,0,0,17,38,0
63,5,135,1,13,2,3,0,4,1,0,0,17,38,0
28,5,14687,11,15,2,3,0,4,1,0,0,17,38,0
30,5,15478,11,15,2,3,0,4,1,0,0,17,38,0
48,5,17194,8,2,2,4,0,4,1,0,0,17,38,0
41,5,15149,9,4,2,4,0,4,1,0,0,17,38,0
61,5,19626,5,10,2,4,0,4,1,0,0,17,38,0
38,5,19620,6,11,2,4,0,4,1,0,0,17,38,0
52,5,20402,6,11,2,4,0,4,1,0,0,17,38,0
43,4,4666,11,15,2,4,0,4,1,0,0,17,38,0
32,3,16848,11,15,2,4,0,4,1,0,0,17,38,0
6,0,10362,8,2,2,5,0,4,1,0,0,17,38,0
6,3,12615,7,3,2,5,0,4,1,0,0,17,38,0
56,3,16609,5,10,2,5,0,4,1,0,0,17,38,0
45,3,8797,11,15,2,5,0,4,1,0,0,17,38,0
34,3,20849,9,4,2,6,0,4,1,0,0,17,38,0
24,5,3669,11,15,2,6,0,4,1,0,0,17,38,0
9,3,14348,15,1,2,7,0,4,1,0,0,17,38,0
5,6,18818,15,1,2,7,0,4,1,0,0,17,38,0
53,3,2544,5,10,2,7,0,4,1,0,0,17,38,0
47,5,5281,5,10,2,7,0,4,1,0,0,17,38,0
26,3,7948,5,10,2,7,0,4,1,0,0,17,38,0
4,3,14609,0,12,2,7,0,4,1,0,0,17,38,0
22,4,2232,15,1,2,9,0,4,1,0,0,17,38,0
47,1,1399,12,5,2,9,0,4,1,0,0,17,38,0
21,3,5880,12,5,2,9,0,4,1,0,0,17,38,0
52,3,20155,12,5,2,9,0,4,1,0,0,17,38,0
53,5,5801,14,6,2,9,0,4,1,0,0,17,38,0
13,5,1543,11,15,2,9,0,4,1,0,0,17,38,0
16,5,826,15,1,2,11,0,4,1,0,0,17,38,0
36,3,5863,15,1,2,11,0,4,1,0,0,17,38,0
45,5,9292,15,1,2,11,0,4,1,0,0,17,38,0
17,3,9999,15,1,2,11,0,4,1,0,0,17,38,0
52,3,15242,15,1,2,11,0,4,1,0,0,17,38,0
32,3,1900,8,2,2,11,0,4,1,0,0,17,38,0
42,5,344,14,6,2,11,0,4,1,0,0,17,38,0
44,3,20799,15,1,2,12,0,4,1,0,0,17,38,0
38,3,15702,7,3,2,12,0,4,1,0,0,17,38,0
22,3,7556,6,11,2,13,0,4,1,0,0,17,38,0
52,1,15627,0,12,2,13,0,4,1,0,0,17,38,0
30,3,7592,11,15,2,13,0,4,1,0,0,17,38,0
12,8,3301,9,4,2,14,0,4,1,0,0,17,38,0
51,8,18001,9,4,2,14,0,4,1,0,0,17,38,0
58,8,2346,4,9,2,14,0,4,1,0,0,17,38,0
27,8,7802,5,10,2,14,0,4,1,0,0,17,38,0
48,8,8104,5,10,2,14,0,4,1,0,0,17,38,0
46,8,536,11,15,2,14,0,4,1,0,0,17,38,0
55,8,2471,11,15,2,14,0,4,1,0,0,17,38,0
17,8,2729,11,15,2,14,0,4,1,0,0,17,38,0
48,8,8967,11,15,2,14,0,4,1,0,0,17,38,0
39,8,19891,11,15,2,14,0,4,1,0,0,17,38,0
51,8,19896,11,15,2,14,0,4,1,0,0,17,38,0
63,8,21121,11,15,2,14,0,4,1,0,0,17,38,0
26,3,11451,15,1,4,0,1,4,1,0,0,17,38,0
3,3,18261,15,1,4,0,1,4,1,0,0,17,38,0
14,6,4011,12,5,4,0,1,4,1,0,0,17,38,0
2,3,16880,11,15,4,0,1,4,1,0,0,17,38,0
22,5,3314,15,1,4,2,1,4,1,0,0,17,38,0
27,3,7503,7,3,4,2,1,4,1,0,0,17,38,0
33,5,8080,0,12,4,2,1,4,1,0,0,17,38,0
9,3,12767,11,15,4,2,1,4,1,0,0,17,38,0
26,5,11742,8,2,0,3,1,4,1,0,0,17,38,0
32,5,178,7,3,0,3,1,4,1,0,0,17,38,0
18,5,7885,9,4,0,3,1,4,1,0,0,17,38,0
29,5,4202,12,5,4,3,1,4,1,0,0,17,38,0
3,3,8259,11,15,4,3,1,4,1,0,0,17,38,0
46,3,1512,11,15,0,4,1,4,1,0,0,17,38,0
35,5,7818,11,15,0,4,1,4,1,0,0,17,38,0
5,3,16431,11,15,4,4,1,4,1,0,0,17,38,0
18,3,1218,11,15,0,5,1,4,1,0,0,17,38,0
25,3,3513,13,0,4,5,1,4,1,0,0,17,38,0
6,3,4848,15,1,4,5,1,4,1,0,0,17,38,0
1,3,1297,1,13,4,5,1,4,1,0,0,17,38,0
13,3,4527,9,4,4,6,1,4,1,0,0,17,38,0
44,3,2976,15,1,0,7,1,4,1,0,0,17,38,0
29,3,7449,6,11,0,7,1,4,1,0,0,17,38,0
48,3,6999,11,15,0,7,1,4,1,0,0,17,38,0
29,3,19547,11,15,0,7,1,4,1,0,0,17,38,0
8,3,796,15,1,4,7,1,4,1,0,0,17,38,0
6,3,2424,15,1,4,7,1,4,1,0,0,17,38,0
5,3,18121,15,1,4,7,1,4,1,0,0,17,38,0
10,3,18262,15,1,4,7,1,4,1,0,0,17,38,0
1,3,12886,11,15,4,7,1,4,1,0,0,17,38,0
32,3,444,9,4,4,8,1,4,1,0,0,17,38,0
29,5,15552,9,4,3,9,1,4,1,0,0,17,38,0
6,3,2253,15,1,4,9,1,4,1,0,0,17,38,0
7,3,4761,9,4,4,9,1,4,1,0,0,17,38,0
32,4,1886,15,1,0,11,1,4,1,0,0,17,38,0
44,3,10284,6,11,0,11,1,4,1,0,0,17,38,0
6,3,12836,15,1,4,11,1,4,1,0,0,17,38,0
3,3,15678,15,1,4,11,1,4,1,0,0,17,38,0
3,3,19811,15,1,4,11,1,4,1,0,0,17,38,0
6,3,11479,9,4,4,11,1,4,1,0,0,17,38,0
6,3,17997,9,4,4,11,1,4,1,0,0,17,38,0
18,3,3180,11,15,4,11,1,4,1,0,0,17,38,0
4,5,20287,15,1,4,12,1,4,1,0,0,17,38,0
41,8,6083,9,4,0,14,1,4,1,0,0,17,38,0
23,8,20462,11,15,0,14,1,4,1,0,0,17,38,0
5,8,1506,9,4,4,14,1,4,1,0,0,17,38,0
1,8,10332,2,14,4,14,1,4,1,0,0,17,38,0
59,8,18189,6,11,6,14,1,4,1,0,0,17,38,0
2,3,3196,15,1,4,0,2,4,1,0,0,17,38,0
2,3,3156,1,13,4,2,2,4,1,0,0,17,38,0
40,5,6203,15,1,6,3,2,4,1,0,0,17,38,0
13,1,1259,11,15,2,5,2,4,1,0,0,17,38,0
11,3,10195,9,4,4,5,2,4,1,0,0,17,38,0
14,3,17158,5,10,4,5,2,4,1,0,0,17,38,0
9,3,18182,1,13,2,7,2,4,1,0,0,17,38,0
5,3,13703,15,1,4,7,2,4,1,0,0,17,38,0
23,3,7168,7,3,4,7,2,4,1,0,0,17,38,0
1,3,9659,1,13,4,7,2,4,1,0,0,17,38,0
7,3,747,11,15,4,7,2,4,1,0,0,17,38,0
41,3,1120,11,15,4,7,2,4,1,0,0,17,38,0
12,4,15446,11,15,5,9,2,4,1,0,0,17,38,0
1,3,21100,11,15,4,11,2,4,1,0,0,17,38,0
9,3,14755,12,5,4,12,2,4,1,0,0,17,38,0
6,6,286,15,1,4,0,3,4,1,0,0,17,38,0
3,3,1521,15,1,4,0,3,4,1,0,0,17,38,0
5,3,9732,15,1,4,0,3,4,1,0,0,17,38,0
2,3,14110,15,1,4,0,3,4,1,0,0,17,38,0
1,3,18489,15,1,4,0,3,4,1,0,0,17,38,0
9,3,194,9,4,4,0,3,4,1,0,0,17,38,0
1,3,17758,11,15,4,0,3,4,1,0,0,17,38,0
6,3,18018,11,15,4,0,3,4,1,0,0,17,38,0
8,1,7995,9,4,4,2,3,4,1,0,0,17,38,0
1,3,15998,1,13,4,2,3,4,1,0,0,17,38,0
1,3,16992,11,15,4,2,3,4,1,0,0,17,38,0
3,3,17395,11,15,4,2,3,4,1,0,0,17,38,0
7,3,3198,15,1,4,3,3,4,1,0,0,17,38,0
3,3,7804,12,5,4,3,3,4,1,0,0,17,38,0
8,3,8140,11,15,4,3,3,4,1,0,0,17,38,0
5,3,8847,15,1,4,4,3,4,1,0,0,17,38,0
2,3,14938,0,12,4,4,3,4,1,0,0,17,38,0
2,3,18633,11,15,4,4,3,4,1,0,0,17,38,0
3,3,825,15,1,4,5,3,4,1,0,0,17,38,0
2,3,7038,15,1,4,5,3,4,1,0,0,17,38,0
4,3,11894,15,1,4,5,3,4,1,0,0,17,38,0
3,3,12895,15,1,4,5,3,4,1,0,0,17,38,0
6,3,15529,15,1,4,5,3,4,1,0,0,17,38,0
2,3,20048,6,11,4,5,3,4,1,0,0,17,38,0
2,3,8836,0,12,4,5,3,4,1,0,0,17,38,0
0,3,4089,1,13,4,5,3,4,1,0,0,17,38,0
2,3,6190,1,13,4,5,3,4,1,0,0,17,38,0
14,3,9527,1,13,4,5,3,4,1,0,0,17,38,0
0,3,11439,1,13,4,5,3,4,1,0,0,17,38,0
12,3,2546,11,15,4,5,3,4,1,0,0,17,38,0
6,3,6037,11,15,4,5,3,4,1,0,0,17,38,0
33,3,6968,11,15,4,5,3,4,1,0,0,17,38,0
6,3,13671,11,15,4,5,3,4,1,0,0,17,38,0
2,3,15007,11,15,4,5,3,4,1,0,0,17,38,0
1,3,16030,11,15,4,5,3,4,1,0,0,17,38,0
5,3,8817,15,1,4,6,3,4,1,0,0,17,38,0
6,3,10918,15,1,4,6,3,4,1,0,0,17,38,0
6,3,11894,9,4,4,6,3,4,1,0,0,17,38,0
3,3,9819,15,1,4,7,3,4,1,0,0,17,38,0
4,3,11331,15,1,4,7,3,4,1,0,0,17,38,0
6,3,11331,15,1,4,7,3,4,1,0,0,17,38,0
2,3,14460,15,1,4,7,3,4,1,0,0,17,38,0
4,3,14792,15,1,4,7,3,4,1,0,0,17,38,0
2,3,15535,15,1,4,7,3,4,1,0,0,17,38,0
0,3,7992,0,12,4,7,3,4,1,0,0,17,38,0
0,3,9133,0,12,4,7,3,4,1,0,0,17,38,0
1,1,19399,0,12,4,7,3,4,1,0,0,17,38,0
0,3,8293,1,13,4,7,3,4,1,0,0,17,38,0
0,3,13209,1,13,4,7,3,4,1,0,0,17,38,0
0,3,15209,1,13,4,7,3,4,1,0,0,17,38,0
0,3,16250,1,13,4,7,3,4,1,0,0,17,38,0
2,3,10529,2,14,4,7,3,4,1,0,0,17,38,0
1,3,20882,2,14,4,7,3,4,1,0,0,17,38,0
1,6,783,11,15,4,7,3,4,1,0,0,17,38,0
1,3,1271,11,15,4,7,3,4,1,0,0,17,38,0
3,3,13251,11,15,4,7,3,4,1,0,0,17,38,0
2,3,15532,11,15,4,7,3,4,1,0,0,17,38,0
23,3,18371,11,15,4,7,3,4,1,0,0,17,38,0
2,6,4360,15,1,4,9,3,4,1,0,0,17,38,0
3,3,18422,15,1,4,9,3,4,1,0,0,17,38,0
14,3,4372,9,4,4,9,3,4,1,0,0,17,38,0
3,1,7674,15,1,4,10,3,4,1,0,0,17,38,0
5,3,7935,15,1,4,10,3,4,1,0,0,17,38,0
3,3,454,15,1,4,11,3,4,1,0,0,17,38,0
2,3,6449,15,1,4,11,3,4,1,0,0,17,38,0
13,5,8483,15,1,4,11,3,4,1,0,0,17,38,0
2,3,11803,15,1,4,11,3,4,1,0,0,17,38,0
3,3,17466,15,1,4,11,3,4,1,0,0,17,38,0
5,3,20532,15,1,4,11,3,4,1,0,0,17,38,0
2,3,12705,11,15,4,11,3,4,1,0,0,17,38,0
6,3,9555,15,1,4,12,3,4,1,0,0,17,38,0
8,3,19408,15,1,4,12,3,4,1,0,0,17,38,0
27,1,11647,11,15,0,13,3,4,1,0,0,17,38,0
2,3,7044,15,1,4,13,3,4,1,0,0,17,38,0
5,6,16369,15,1,4,13,3,4,1,0,0,17,38,0
5,3,18134,15,1,4,13,3,4,1,0,0,17,38,0
5,3,11291,0,12,4,13,3,4,1,0,0,17,38,0
3,8,3908,15,1,4,14,3,4,1,0,0,17,38,0
1,8,7111,15,1,4,14,3,4,1,0,0,17,38,0
3,8,15113,15,1,4,14,3,4,1,0,0,17,38,0
2,8,15696,15,1,4,14,3,4,1,0,0,17,38,0
5,8,18227,15,1,4,14,3,4,1,0,0,17,38,0
0,8,17201,0,12,4,14,3,4,1,0,0,17,38,0
1,8,1101,1,13,4,14,3,4,1,0,0,17,38,0
1,8,7908,1,13,4,14,3,4,1,0,0,17,38,0
1,8,14131,1,13,4,14,3,4,1,0,0,17,38,0
1,8,15240,1,13,4,14,3,4,1,0,0,17,38,0
1,8,5147,2,14,4,14,3,4,1,0,0,17,38,0
3,8,3908,11,15,4,14,3,4,1,0,0,17,38,0
13,8,16962,11,15,4,14,3,4,1,0,0,17,38,0
5,8,8539,15,1,5,14,3,4,1,0,0,17,38,0
38,3,3373,11,15,0,0,4,4,1,0,0,17,38,0
35,3,18691,9,4,0,2,4,4,1,0,0,17,38,0
25,4,17157,5,10,0,2,4,4,1,0,0,17,38,0
26,5,4693,0,12,0,4,4,4,1,0,0,17,38,0
9,3,640,11,15,4,7,4,4,1,0,0,17,38,0
20,3,7912,7,3,0,9,4,4,1,0,0,17,38,0
1,3,5885,11,15,4,13,3,4,1,2,0,17,38,0
1,3,17342,11,15,4,5,3,4,1,34,0,17,38,0
3,3,19448,15,1,4,7,3,4,1,34,0,17,38,0
5,3,15281,9,4,2,0,3,0,0,55,0,17,38,0
21,5,4939,11,15,2,2,0,4,1,67,0,17,38,0
11,3,17379,15,1,2,11,5,4,0,80,0,17,38,0
37,8,4324,11,15,0,14,1,4,0,84,0,17,38,0
3,3,5391,15,1,4,7,2,4,0,84,0,17,38,0
6,3,7603,1,13,2,13,0,4,1,85,0,17,38,0
5,1,17687,15,1,4,9,3,4,0,98,0,17,38,0
27,3,19954,8,2,4,8,1,4,1,98,0,17,38,0
55,3,14684,8,2,5,7,4,4,0,104,0,17,38,0
8,3,19175,7,3,0,12,3,4,0,0,16,17,38,0
6,3,637,15,1,4,0,3,4,0,0,18,17,38,0
13,8,21410,15,1,4,14,1,4,0,0,25,17,38,0
40,3,14749,11,15,6,7,2,4,0,0,25,17,38,0
4,3,19284,11,15,4,7,2,2,1,0,25,17,38,0
2,3,12144,15,1,4,11,3,0,0,0,26,17,38,0
0,3,21190,2,14,4,7,3,4,0,0,26,17,38,0
16,3,8,11,15,2,0,5,4,0,0,29,17,38,0
5,3,4411,0,12,4,11,1,4,0,0,32,17,38,0
49,1,16973,9,4,6,9,1,2,0,0,58,17,38,0
44,3,14382,11,15,0,11,4,4,0,0,78,17,38,0
16,3,11688,8,2,4,9,4,2,0,0,0,18,38,0
2,3,7182,11,15,4,0,1,4,0,0,0,18,38,0
26,3,13471,11,15,5,7,1,4,0,0,0,18,38,0
40,3,4755,11,15,0,11,1,4,0,0,0,18,38,0
28,3,9445,11,15,5,12,1,4,0,0,0,18,38,0
11,3,1185,15,1,4,0,3,4,0,0,0,18,38,0
2,3,9075,15,1,4,7,3,4,0,0,0,18,38,0
3,3,16434,11,15,5,11,3,4,0,0,0,18,38,0
13,1,96,11,15,5,7,4,4,0,0,0,18,38,0
16,3,14272,15,1,2,7,5,4,0,0,0,18,38,0
36,3,9701,11,15,2,11,5,4,0,0,0,18,38,0
0,3,2696,6,11,4,7,3,2,1,0,0,18,38,0
58,4,2131,11,15,2,0,0,4,1,0,0,18,38,0
39,3,11821,5,10,2,2,0,4,1,0,0,18,38,0
30,3,13728,8,2,2,7,0,4,1,0,0,18,38,0
34,1,19343,9,4,2,9,0,4,1,0,0,18,38,0
49,3,5222,1,13,2,11,0,4,1,0,0,18,38,0
3,3,8424,15,1,4,0,3,4,1,0,0,18,38,0
8,3,18181,7,3,4,5,3,4,1,0,0,18,38,0
0,3,2376,0,12,4,5,3,4,1,0,0,18,38,0
1,3,9381,15,1,4,7,3,4,1,0,0,18,38,0
10,3,19663,11,15,6,2,4,4,0,0,16,18,38,0
7,1,1445,9,4,4,0,3,2,0,0,0,19,38,0
20,1,13408,15,1,3,0,4,2,0,0,0,19,38,0
20,3,12446,9,4,4,0,4,2,0,0,0,19,38,0
4,3,9941,15,1,4,0,1,4,0,0,0,19,38,0
41,3,11456,11,15,6,0,1,4,0,0,0,19,38,0
41,3,903,12,5,6,11,1,4,0,0,0,19,38,0
12,8,7707,11,15,2,14,1,4,0,0,0,19,38,0
5,3,541,7,3,4,0,3,4,0,0,0,19,38,0
2,3,20049,15,1,4,7,3,4,0,0,0,19,38,0
18,3,12738,11,15,4,7,3,4,0,0,0,19,38,0
1,3,14535,11,15,4,7,3,4,0,0,0,19,38,0
6,6,5955,9,4,4,9,3,4,0,0,0,19,38,0
28,3,16589,15,1,5,0,4,4,0,0,0,19,38,0
29,3,6350,7,3,6,9,4,4,0,0,0,19,38,0
43,3,10984,15,1,6,11,4,4,0,0,0,19,38,0
14,3,4534,11,15,2,0,5,4,0,0,0,19,38,0
17,3,9196,9,4,2,0,0,4,1,0,0,19,38,0
48,3,20722,15,1,2,5,0,4,1,0,0,19,38,0
5,3,12577,11,15,4,7,1,4,1,0,0,19,38,0
46,3,6840,9,4,4,11,1,4,1,0,0,19,38,0
1,3,3975,0,12,4,4,3,4,1,0,0,19,38,0
1,3,20560,0,12,4,5,3,4,1,0,0,19,38,0
13,3,8421,11,15,4,5,3,4,1,0,0,19,38,0
3,3,4464,15,1,4,7,3,4,1,0,0,19,38,0
1,3,4415,2,14,4,7,3,4,1,0,0,19,38,0
1,8,1746,1,13,4,14,3,4,1,0,0,19,38,0
24,5,7644,11,15,0,2,4,4,1,0,0,19,38,0
18,3,3369,15,1,2,0,5,4,0,77,0,19,38,0
21,3,4287,15,1,0,6,1,2,0,0,0,20,38,0
24,8,4107,11,15,0,14,1,2,0,0,0,20,38,0
33,1,3022,15,1,5,7,4,2,0,0,0,20,38,0
19,3,16776,11,15,5,7,4,2,0,0,0,20,38,0
31,3,10385,11,15,4,9,4,2,0,0,0,20,38,0
15,3,19228,11,15,0,7,4,3,0,0,0,20,38,0
48,1,2161,15,1,0,0,1,4,0,0,0,20,38,0
28,3,18607,11,15,0,0,1,4,0,0,0,20,38,0
54,5,2502,3,8,0,2,1,4,0,0,0,20,38,0
32,5,3755,11,15,0,4,1,4,0,0,0,20,38,0
48,3,8466,0,12,0,5,1,4,0,0,0,20,38,0
53,3,7122,11,15,0,7,1,4,0,0,0,20,38,0
16,3,1868,15,1,4,7,1,4,0,0,0,20,38,0
6,3,9827,15,1,4,7,1,4,0,0,0,20,38,0
6,3,12563,15,1,4,7,1,4,0,0,0,20,38,0
11,5,6218,11,15,4,7,1,4,0,0,0,20,38,0
4,3,8667,11,15,4,7,1,4,0,0,0,20,38,0
29,3,13756,11,15,4,7,1,4,0,0,0,20,38,0
17,3,15582,11,15,4,7,1,4,0,0,0,20,38,0
14,3,47,10,7,4,9,1,4,0,0,0,20,38,0
2,3,17912,15,1,4,11,1,4,0,0,0,20,38,0
4,8,2018,15,1,4,14,1,4,0,0,0,20,38,0
