1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,2,1,27,141,0,6,0,0,39,14,0,0,1,0,0,0,0,1,0,0,23,0,2
1,1,2,1,27,161,0,3,0,0,39,5,0,1,2,0,0,0,0,1,0,0,253,0,18
1,1,2,1,27,161,0,3,0,0,39,5,0,1,2,0,0,0,0,1,0,0,253,0,18
1,1,2,1,27,161,0,3,0,0,39,5,0,1,2,0,0,0,0,1,0,0,253,0,18
1,1,1,3,31,166,0,18,0,0,18,44,0,1,2,0,0,0,0,2,0,0,88,0,12
1,1,1,3,34,83,25,1,0,0,18,43,0,1,4,0,0,0,0,2,0,0,25,0,1
1,1,2,1,32,141,25,3,0,0,12,12,0,1,2,0,0,0,0,1,0,0,341,0,1
1,1,2,1,32,141,25,3,0,0,12,12,0,1,2,0,0,0,0,1,0,0,341,0,1
1,1,2,1,32,141,25,3,0,0,12,12,0,1,2,0,0,0,0,1,0,0,341,0,1
1,1,4,2,32,89,0,1,1,0,60,28,0,1,2,0,0,0,0,1,0,0,300,0,15
1,1,2,1,28,87,4,3,0,0,47,93,0,1,1,0,0,0,0,2,0,0,125,0,1
1,1,2,1,28,87,4,3,0,0,47,93,0,1,1,0,0,0,0,2,0,0,125,0,1
1,1,2,1,28,87,4,3,0,0,47,93,0,1,1,0,0,0,0,2,0,0,125,0,1
1,1,4,2,32,161,0,3,1,0,61,26,0,0,2,0,0,0,0,2,0,0,323,0,13
1,0,0,0,19,1,0,2,1,0,62,0,0,1,2,0,0,0,0,2,0,0,242,0,14
1,0,0,0,32,95,27,11,1,0,3,72,0,1,2,0,0,0,0,1,0,0,160,0,14
1,1,1,3,19,141,0,19,0,0,21,40,0,0,4,0,0,0,0,0,0,0,311,0,1
1,0,0,0,32,158,7,3,1,0,28,86,0,1,2,0,0,0,0,1,0,0,261,0,1
1,1,4,2,5,1,22,4,1,0,14,29,0,1,2,0,0,0,0,1,0,0,97,0,13
1,0,0,0,32,87,0,3,1,0,9,193,0,1,2,0,0,0,0,1,0,0,143,0,1
1,1,2,1,32,87,25,2,0,0,50,108,0,1,4,0,0,0,0,1,0,0,302,0,15
1,1,2,1,34,121,23,3,0,0,47,96,0,1,4,0,0,0,0,0,0,0,412,0,12
1,0,0,0,32,161,0,3,1,0,5,124,0,1,2,0,0,0,0,2,0,0,116,0,16
1,0,0,0,34,82,25,3,1,0,36,77,0,1,2,0,0,0,0,2,0,0,67,0,1
1,0,5,0,19,141,27,17,1,0,9,36,0,0,2,0,0,0,0,0,0,0,146,0,1
1,2,3,4,32,162,25,2,1,0,36,0,0,1,1,0,1,0,0,1,0,0,321,0,0
1,1,4,2,34,150,25,17,1,0,14,27,0,1,2,0,0,0,0,2,0,0,238,0,14
1,1,1,3,0,122,23,1,0,0,64,42,0,1,4,0,0,0,0,2,0,0,25,0,12
1,2,3,4,19,141,0,7,1,0,36,0,0,0,1,0,1,0,0,2,0,0,355,0,0
1,1,4,2,19,152,0,8,1,0,14,29,0,0,2,0,0,0,0,0,0,0,51,0,12
1,0,5,0,5,1,11,7,1,0,5,116,0,0,2,0,0,0,0,2,0,0,392,0,10
1,0,0,0,32,87,0,8,1,0,36,82,0,0,2,0,0,0,0,2,0,0,124,0,0
1,1,4,2,34,45,0,64,1,0,42,35,0,1,2,0,0,0,0,2,0,0,54,0,16
1,0,0,0,32,141,25,6,1,0,8,113,0,1,2,0,0,0,0,0,0,0,23,0,1
1,1,4,2,32,88,27,21,1,0,14,26,0,0,2,0,0,0,0,0,0,0,40,0,12
1,1,4,2,34,141,26,5,1,0,58,25,0,1,2,0,0,0,0,1,0,0,260,0,1
1,1,4,2,32,67,0,5,1,0,43,26,0,1,2,0,0,0,0,2,0,0,94,0,11
1,0,0,0,17,87,4,6,1,0,25,110,0,1,2,0,0,0,0,0,0,0,23,0,1
1,1,4,2,31,6,0,2,1,0,55,55,0,1,2,0,0,0,0,1,0,0,79,0,12
1,2,3,4,3,141,16,5,1,0,36,0,0,1,2,0,1,0,0,1,0,0,63,0,0
1,0,0,0,32,78,0,6,1,0,17,158,0,1,2,0,0,0,0,2,0,0,23,0,14
1,1,4,2,32,141,0,18,1,0,42,35,0,1,2,0,0,0,0,1,0,0,230,0,1
1,0,0,0,7,141,0,3,1,0,25,186,0,1,2,0,0,0,0,2,0,0,83,0,1
1,1,2,1,31,49,0,1,0,0,21,11,0,1,2,0,0,0,0,1,0,0,300,0,15
1,1,2,1,31,49,0,1,0,0,21,11,0,1,2,0,0,0,0,1,0,0,300,0,15
1,1,2,1,31,49,0,1,0,0,21,11,0,1,2,0,0,0,0,1,0,0,300,0,15
1,1,2,1,5,121,11,3,0,0,39,9,0,1,0,0,0,0,0,2,0,0,123,0,1
1,1,4,2,34,133,25,3,1,0,60,28,0,1,2,0,0,0,0,1,0,0,77,0,15
1,1,2,1,32,1,25,3,0,0,47,96,0,1,1,0,0,0,0,1,0,0,118,0,16
1,1,2,1,32,1,25,3,0,0,47,96,0,1,1,0,0,0,0,1,0,0,118,0,16
1,1,2,1,32,1,25,3,0,0,47,96,0,1,1,0,0,0,0,1,0,0,118,0,16
1,0,0,0,19,28,0,9,1,0,25,144,0,0,2,0,0,1,0,0,0,0,92,0,12
1,1,4,2,4,163,0,3,1,0,57,55,0,1,2,0,0,0,0,1,0,0,126,0,15
1,1,2,1,34,141,25,6,0,0,21,0,0,1,4,0,0,0,0,0,0,0,23,0,0
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1
1,1,2,1,32,121,0,3,0,0,2,18,0,1,4,0,0,0,0,2,0,0,412,0,13
1,1,2,1,3,158,7,3,0,0,21,0,0,1,4,0,0,0,0,1,0,0,266,0,14
1,0,0,0,32,141,25,5,1,0,11,190,0,0,2,0,0,0,0,1,0,0,222,0,14
1,0,0,0,32,68,0,5,1,0,7,136,0,1,2,0,0,0,0,1,0,0,286,0,1
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,1,0,0,424,0,16
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,1,0,0,424,0,16
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,1,0,0,424,0,16
1,0,0,0,19,141,27,6,1,0,29,0,0,1,2,0,0,0,0,2,0,0,23,0,1
1,2,3,4,34,60,0,50,1,0,36,0,0,1,4,0,1,0,0,1,0,0,50,0,0
1,1,4,2,32,141,0,19,1,0,61,26,0,1,2,0,0,0,0,1,0,0,380,0,14
1,1,4,2,38,141,0,18,1,0,42,35,0,1,2,0,0,0,0,1,0,0,365,0,1
1,0,0,0,32,141,0,4,1,0,5,179,0,1,2,0,0,0,0,2,0,0,227,0,15
1,0,0,0,32,88,0,26,1,0,25,205,0,1,2,0,0,0,0,2,0,0,327,0,12
1,0,0,0,5,7,21,9,1,0,5,52,0,1,3,0,0,0,0,1,0,0,92,0,12
1,0,0,0,19,45,0,64,1,0,2,167,0,0,2,0,0,0,0,1,0,0,54,0,0
1,1,1,3,32,93,0,6,0,0,37,43,0,1,4,0,0,0,0,0,0,0,23,0,19
1,1,2,1,5,141,22,3,0,0,2,4,0,1,1,0,0,0,0,1,0,0,118,0,12
1,1,2,1,5,141,22,3,0,0,2,4,0,1,1,0,0,0,0,1,0,0,118,0,12
1,1,2,1,5,141,22,3,0,0,2,4,0,1,1,0,0,0,0,1,0,0,118,0,12
1,0,0,0,32,87,0,18,1,0,5,68,0,0,2,0,0,0,0,1,0,0,193,0,0
1,1,1,3,5,1,11,13,0,0,47,40,0,1,4,0,0,0,0,0,0,0,103,0,1
1,1,4,2,35,1,0,15,1,0,14,26,0,1,2,0,0,0,0,2,0,0,289,0,13
1,1,2,1,32,87,0,8,0,0,12,12,0,1,4,0,0,0,0,2,0,0,124,0,12
1,2,3,4,29,141,25,7,1,0,36,0,0,1,4,0,1,0,0,1,0,0,56,0,0
1,1,4,2,18,141,6,3,1,0,61,26,0,1,2,0,0,0,0,2,0,0,419,0,12
1,1,4,2,11,94,4,67,1,0,14,27,0,0,2,0,0,5,0,2,0,0,5,0,13
1,0,0,0,0,98,25,5,1,0,25,157,0,1,2,0,0,0,0,0,0,0,63,0,14
1,2,3,4,19,149,27,49,1,0,36,0,0,0,1,0,1,8,0,1,0,0,19,0,0
1,1,4,2,1,99,20,21,1,0,61,26,0,1,2,0,0,1,0,1,0,0,40,0,4
1,1,4,2,11,94,4,67,1,0,14,27,0,1,2,0,0,5,0,2,0,0,5,0,13
1,1,2,1,5,141,15,3,0,0,21,0,0,1,2,0,0,0,0,2,0,0,328,0,14
1,1,2,1,5,141,15,3,0,0,21,0,0,1,2,0,0,0,0,2,0,0,328,0,14
1,1,2,1,5,141,15,3,0,0,21,0,0,1,2,0,0,0,0,2,0,0,328,0,14
1,2,3,4,32,141,0,3,1,0,36,0,0,1,4,0,1,0,0,2,0,0,61,0,0
1,1,2,1,31,18,0,6,0,0,54,95,0,1,4,0,0,0,0,0,0,0,23,0,12
1,0,0,0,32,141,0,2,1,0,25,211,0,1,2,0,0,0,0,2,0,0,192,0,12
1,1,4,2,0,141,0,1,1,0,61,61,0,1,2,0,0,0,0,1,0,0,25,0,2
1,1,2,1,27,141,0,6,0,0,39,14,0,0,0,0,0,0,0,1,0,0,23,0,2
1,0,5,0,0,141,27,6,1,0,36,86,0,1,2,0,0,0,0,1,0,0,23,0,12
1,1,4,2,32,141,0,6,1,0,14,27,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,4,2,32,87,0,5,1,0,58,25,0,0,2,0,0,0,0,1,0,0,129,0,12
1,2,3,4,32,141,0,7,1,0,36,58,0,1,4,0,1,0,0,1,0,0,294,0,1
1,2,3,4,32,141,0,7,1,0,36,58,0,1,4,0,1,0,0,1,0,0,294,0,1
1,1,2,1,31,121,0,3,0,0,21,0,0,1,4,0,0,0,0,2,0,0,113,0,14
1,0,0,0,32,87,0,1,1,0,7,142,0,0,2,0,0,0,0,1,0,0,236,0,1
1,1,4,2,34,1,25,6,1,0,61,26,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,4,2,0,141,0,5,1,0,14,26,0,1,2,0,0,0,0,2,0,0,173,0,17
1,1,4,2,5,141,13,7,1,0,61,26,0,0,2,0,0,0,0,2,0,0,291,0,14
1,1,4,2,32,89,0,5,1,0,42,35,0,1,2,0,0,0,0,1,0,0,185,0,1
1,1,1,3,34,109,0,7,0,0,18,43,0,1,2,0,0,0,0,2,0,0,402,0,17
1,0,0,0,5,74,21,59,1,0,9,201,0,1,3,0,0,0,0,1,0,0,2,0,0
1,1,4,2,19,129,0,44,1,0,43,35,0,0,2,0,0,0,0,1,0,0,1,0,4
1,1,2,1,0,122,0,3,0,0,18,104,0,1,4,0,0,0,0,1,0,0,89,0,1
1,0,0,0,5,91,21,6,1,0,25,114,0,1,3,0,0,0,0,2,0,0,23,0,12
1,1,4,2,32,141,0,7,1,0,55,74,0,0,2,0,0,11,0,2,0,0,37,0,1
1,1,4,2,32,141,23,1,1,0,14,29,0,1,2,0,0,0,0,1,0,0,300,0,1
1,0,5,0,32,141,0,3,1,0,3,132,0,1,2,0,0,0,0,1,0,0,95,0,1
1,1,4,2,32,121,0,3,1,0,60,28,0,1,2,0,0,0,0,2,0,0,27,0,0
1,1,4,2,31,141,0,4,1,0,42,35,0,1,2,0,0,0,0,2,0,0,72,0,13
1,1,2,1,27,141,0,6,0,0,39,14,0,0,4,0,0,0,0,1,0,0,23,0,2
1,1,2,1,23,91,21,6,0,0,12,12,0,1,1,0,0,0,0,1,0,0,23,0,0
1,1,2,1,23,91,21,6,0,0,12,12,0,1,1,0,0,0,0,1,0,0,23,0,0
1,1,2,1,23,91,21,6,0,0,12,12,0,1,1,0,0,0,0,1,0,0,23,0,0
1,0,0,0,32,141,0,6,1,0,30,86,0,1,2,0,0,0,0,1,0,0,23,0,1
1,1,1,3,32,104,25,1,0,0,63,39,0,1,2,0,0,0,0,2,0,0,25,0,17
1,0,0,0,5,1,22,4,1,0,25,116,0,1,2,0,0,0,0,2,0,0,55,0,14
1,0,0,0,5,1,21,3,1,0,2,110,0,0,3,0,0,0,0,1,0,0,77,0,1
1,1,4,2,31,117,0,3,1,0,61,61,0,1,2,0,0,0,0,1,0,0,95,0,13
1,0,0,0,5,139,22,18,1,0,8,168,0,1,2,0,0,0,0,2,0,0,102,0,1
1,1,4,2,5,161,11,3,1,0,60,28,0,1,2,0,0,0,0,2,0,0,335,0,16
1,1,4,2,32,1,27,2,1,0,60,28,0,1,2,0,0,0,0,2,0,0,240,0,15
1,1,4,2,32,141,0,7,1,0,42,35,0,1,2,0,0,0,0,2,0,0,404,0,12
1,1,4,2,19,161,0,4,1,0,42,35,0,0,2,0,0,0,0,0,0,0,281,0,0
1,0,0,0,23,141,11,5,1,0,9,0,0,1,2,0,0,0,0,2,0,0,94,0,0
1,0,0,0,32,1,0,1,1,0,9,52,0,1,2,0,0,0,0,1,0,0,25,0,1
1,1,1,3,0,132,25,6,0,0,49,45,0,1,4,0,0,0,0,1,0,0,23,0,1
1,2,3,4,34,122,25,1,1,0,36,0,0,1,1,0,1,0,0,1,0,0,25,0,0
1,0,5,0,32,161,25,3,1,0,25,207,0,1,2,0,0,0,0,1,0,0,169,0,12
1,0,0,0,0,87,0,6,1,0,25,202,0,1,2,0,0,0,0,2,0,0,23,0,12
1,0,0,0,19,141,27,6,2,0,32,214,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,4,2,19,164,0,6,1,0,58,35,0,1,2,0,0,0,0,1,0,0,23,0,1
1,1,4,2,32,141,0,22,1,0,61,32,0,1,2,0,0,0,0,2,0,0,386,0,2
1,1,4,2,35,141,0,5,1,0,61,106,0,1,2,0,0,0,0,2,0,0,85,0,16
0,1,2,1,32,141,0,3,0,0,39,5,0,1,1,0,0,0,0,1,1,0,118,0,13
1,1,4,2,30,87,25,8,1,0,57,55,0,1,2,0,0,0,0,1,0,0,124,0,12
1,1,4,2,31,141,23,7,1,0,58,32,0,1,2,0,0,0,0,1,0,0,329,0,1
1,1,1,3,5,141,11,1,0,0,21,46,0,1,4,0,0,0,0,0,0,0,25,0,0
1,0,0,0,0,141,25,6,1,0,25,115,0,1,2,0,0,0,0,1,0,0,23,0,0
1,1,4,2,32,110,0,8,1,0,61,49,0,1,2,0,0,0,0,1,0,0,51,0,4
1,1,2,1,5,87,22,3,0,0,21,0,0,1,4,0,0,0,0,1,0,0,419,0,1
1,0,0,0,32,91,25,6,1,0,25,170,0,1,2,0,0,0,0,0,0,0,23,0,12
1,1,4,2,32,141,25,6,1,0,61,26,0,1,2,0,0,0,0,0,0,0,23,0,14
1,1,4,2,38,89,23,7,1,0,58,73,0,1,2,0,0,0,0,2,0,0,279,0,1
1,1,4,2,30,87,25,8,1,0,61,55,0,1,2,0,0,0,0,1,0,0,324,0,1
1,1,1,3,32,121,0,3,0,0,21,75,0,1,2,0,0,0,0,2,0,0,415,0,0
1,1,4,2,31,121,0,3,1,0,61,26,0,1,2,0,0,0,0,1,0,0,13,0,1
1,1,4,2,0,121,25,3,1,0,60,28,0,1,2,0,0,5,0,1,0,0,123,0,13
1,2,3,4,31,89,23,10,1,0,36,0,0,1,1,0,1,0,0,1,0,0,62,0,0
1,0,0,0,32,1,25,3,1,0,26,87,0,1,2,0,0,0,0,2,0,0,137,0,0
1,1,2,1,19,141,0,6,0,0,47,93,0,0,1,0,0,0,0,0,0,0,23,0,1
1,1,2,1,28,87,4,3,0,0,47,93,0,1,0,0,0,0,0,1,0,0,125,0,1
1,1,2,1,19,141,0,6,0,0,47,93,0,0,1,0,0,0,0,0,0,0,23,0,1
1,1,2,1,19,141,0,6,0,0,47,93,0,0,1,0,0,0,0,0,0,0,23,0,1
1,1,2,1,5,87,11,6,0,0,21,0,0,1,4,0,0,0,0,2,0,0,23,0,0
1,1,2,1,0,61,0,64,0,0,19,2,0,1,4,0,0,0,0,1,0,0,54,0,3
1,0,0,0,32,141,27,3,1,0,25,182,0,1,2,0,0,0,0,1,0,0,204,0,12
1,1,4,2,32,89,0,5,1,0,14,29,0,1,2,0,0,0,0,1,0,0,218,0,1
1,1,4,2,19,87,0,3,1,0,61,26,0,0,2,0,0,0,0,1,0,0,313,0,1
1,1,4,2,32,77,0,20,1,0,40,56,0,1,2,0,0,5,0,0,0,0,28,0,4
1,0,0,0,32,44,25,38,1,0,25,52,0,1,2,0,0,0,0,1,0,0,414,0,15
1,1,4,2,32,98,0,3,1,0,60,35,0,1,2,0,0,0,0,0,0,0,199,0,20
1,0,0,0,32,88,25,9,1,0,25,193,0,1,2,0,0,1,0,0,0,0,92,0,12
1,0,0,0,30,162,25,2,1,0,25,179,0,1,2,0,0,0,0,1,0,0,22,0,17
1,1,4,2,5,141,11,2,1,0,43,26,0,1,2,0,0,0,0,1,0,0,22,0,12
1,1,2,1,19,141,0,6,0,0,47,93,0,0,0,0,0,0,0,2,0,0,23,0,1
1,1,4,2,31,141,0,6,1,0,42,35,0,1,2,0,0,0,0,2,0,0,23,0,11
1,0,0,0,32,95,27,11,1,0,3,72,0,1,2,0,0,0,0,1,0,0,160,0,14
1,0,0,0,12,141,17,11,1,0,25,162,0,1,3,0,0,0,0,2,0,0,213,0,0
1,1,1,3,32,141,25,6,0,0,38,47,0,1,4,0,0,0,0,1,0,0,23,0,13
1,1,4,2,0,99,0,21,1,0,42,35,0,1,2,0,0,0,0,2,0,0,40,0,8
1,0,0,0,34,141,25,3,1,0,25,116,0,1,2,0,0,0,0,1,0,0,116,0,1
1,1,4,2,0,141,0,7,1,0,60,28,0,1,2,0,0,0,0,1,0,0,277,0,13
1,1,1,3,2,141,0,4,0,0,23,42,0,0,4,0,0,0,0,2,0,0,377,0,1
1,1,1,3,2,141,0,4,0,0,23,42,0,0,4,0,0,0,0,2,0,0,377,0,1
1,1,4,2,32,1,0,18,1,0,60,105,0,0,2,0,0,0,0,0,0,0,408,0,15
1,0,0,0,32,141,0,4,1,0,25,51,0,1,2,0,0,0,0,1,0,0,207,0,12
1,1,1,3,32,141,25,13,0,0,61,41,0,1,4,0,0,0,0,2,0,0,168,0,1
1,0,5,0,32,141,0,11,1,0,25,120,0,1,2,0,0,0,0,1,0,0,274,0,14
1,0,0,0,15,87,0,7,1,0,25,51,0,1,2,0,0,0,0,0,0,0,188,0,1
1,1,4,2,32,162,23,2,1,0,58,25,0,1,2,0,0,0,0,1,0,0,241,0,12
1,0,5,0,0,141,0,11,1,0,25,204,0,1,2,0,0,0,0,1,0,0,86,0,1
1,1,4,2,6,162,7,2,1,0,43,26,0,1,2,0,0,0,0,0,0,0,22,0,5
1,1,2,1,5,121,11,3,0,0,21,0,0,1,4,0,0,0,0,0,0,0,323,0,1
1,1,2,1,32,141,0,3,0,0,39,10,0,1,4,0,0,0,0,2,0,0,118,0,0
1,1,4,2,0,1,23,2,1,0,42,35,0,1,2,0,0,0,0,1,0,0,141,0,6
1,0,0,0,32,141,25,18,1,0,7,112,0,1,2,0,0,0,0,1,0,0,390,0,1
1,1,2,1,19,161,0,3,0,0,39,5,0,1,1,0,0,0,0,1,0,0,113,0,0
1,1,2,1,19,161,0,3,0,0,39,5,0,1,1,0,0,0,0,1,0,0,113,0,0
1,1,2,1,19,161,0,3,0,0,39,5,0,1,1,0,0,0,0,1,0,0,113,0,0
1,1,1,3,0,40,25,48,0,0,52,38,0,1,2,0,0,10,0,2,0,0,212,0,12
1,1,2,1,32,141,0,2,0,0,56,20,0,1,2,0,0,0,0,0,0,0,346,0,1
1,1,2,1,32,141,0,2,0,0,56,20,0,1,2,0,0,0,0,0,0,0,346,0,1
1,1,2,1,32,141,0,2,0,0,56,20,0,1,2,0,0,0,0,0,0,0,346,0,1
1,1,4,2,0,54,25,73,1,0,61,26,0,1,2,0,0,5,0,1,0,0,369,0,3
1,0,0,0,12,141,9,3,1,0,25,156,0,1,2,0,0,0,0,0,0,0,237,0,14
1,0,0,0,31,101,0,70,1,0,9,200,0,1,2,0,0,3,0,1,0,0,24,0,12
1,1,1,3,0,89,27,7,0,0,37,43,0,1,2,0,0,0,0,2,0,0,326,0,1
1,2,3,4,0,141,27,10,1,0,32,58,0,1,2,0,1,0,0,2,0,0,205,0,15
1,0,0,0,12,141,17,10,1,0,25,125,0,1,3,0,0,0,0,1,0,0,351,0,1
1,0,5,0,37,141,4,10,1,0,25,127,0,1,2,0,0,0,0,2,0,0,381,0,12
1,1,2,1,32,141,0,3,0,0,21,24,0,1,1,0,0,0,0,2,0,0,136,0,1
1,0,0,0,34,162,25,2,1,0,25,125,0,1,2,0,0,0,0,1,0,0,287,0,1
1,1,2,1,32,141,0,3,0,0,21,24,0,1,1,0,0,0,0,2,0,0,136,0,1
1,1,2,1,32,141,0,3,0,0,21,24,0,1,1,0,0,0,0,2,0,0,136,0,1
1,2,3,4,19,1,0,7,1,0,36,0,0,1,1,0,1,0,0,1,6,0,228,0,0
1,1,2,1,19,161,0,3,0,0,39,5,0,0,0,0,0,0,0,1,0,0,113,0,0
1,1,2,1,0,1,0,3,0,0,55,100,0,1,4,0,0,0,0,1,0,0,83,0,1
1,1,2,1,27,156,0,64,0,0,19,2,0,0,2,0,0,0,0,1,0,0,54,0,1
1,1,2,1,27,156,0,64,0,0,19,2,0,0,2,0,0,0,0,1,0,0,54,0,1
1,1,2,1,27,156,0,64,0,0,19,2,0,0,2,0,0,0,0,1,0,0,54,0,1
1,1,1,3,35,85,0,6,0,0,57,41,0,1,4,0,0,0,0,2,0,0,23,0,16
1,1,2,1,5,121,15,3,0,0,2,8,0,0,2,0,0,0,0,1,0,0,27,0,17
1,1,2,1,5,121,15,3,0,0,2,8,0,0,2,0,0,0,0,1,0,0,27,0,17
1,1,4,2,32,16,0,4,1,0,58,25,0,1,2,0,0,0,0,1,0,0,127,0,13
1,1,2,1,32,141,25,3,0,0,21,0,0,1,4,0,0,0,0,2,0,0,420,0,0
1,1,2,1,5,121,15,3,0,0,2,8,0,0,2,0,0,0,0,1,0,0,27,0,17
1,1,4,2,32,122,25,3,1,0,58,73,0,1,2,0,0,0,0,1,0,0,89,0,16
1,0,5,0,34,64,0,3,1,0,25,185,0,1,2,0,0,0,0,2,0,0,253,0,12
1,0,5,0,32,141,0,10,1,0,25,151,0,1,2,0,0,0,0,2,0,0,44,0,1
1,1,2,1,31,18,0,6,0,0,54,95,0,1,0,0,0,0,0,2,0,0,23,0,12
1,1,4,2,32,1,25,13,1,0,58,25,0,1,2,0,0,0,0,1,0,0,353,0,17
1,0,0,0,0,122,0,18,1,0,2,159,0,1,2,0,0,0,0,1,0,0,225,0,1
1,0,0,0,32,123,11,7,1,0,26,87,0,1,2,0,0,0,0,2,0,0,221,0,1
1,1,1,3,19,29,0,4,0,0,24,45,0,0,4,0,0,0,0,2,0,0,131,0,1
1,1,2,1,31,52,0,3,0,0,59,2,0,1,4,0,0,0,0,0,0,0,409,0,12
1,1,4,2,5,87,22,7,1,0,58,25,0,1,2,0,0,0,0,1,0,0,329,0,12
1,1,2,1,32,141,0,3,0,0,21,24,0,1,0,0,0,0,0,2,0,0,136,0,1
1,1,4,2,0,141,0,7,1,0,61,26,0,1,2,0,0,0,0,0,0,0,387,0,16
1,0,5,0,32,53,27,43,1,0,9,70,0,1,2,0,0,0,0,1,0,0,80,0,1
0,1,2,1,32,1,0,3,0,0,39,9,0,1,2,0,0,0,0,1,6,0,60,0,2
1,1,4,2,12,141,8,2,1,0,58,25,0,1,2,0,0,0,0,1,0,0,191,0,3
1,0,0,0,31,141,23,4,1,0,14,167,0,1,2,0,0,0,0,0,0,0,73,0,1
1,1,4,2,32,31,0,64,1,0,61,26,0,1,2,0,0,5,0,1,0,0,54,0,0
1,1,2,1,32,99,23,3,0,0,21,10,0,1,4,0,0,0,0,1,0,0,424,0,16
1,0,0,0,32,1,23,4,1,0,29,0,0,1,2,0,0,0,0,0,0,0,361,0,1
1,0,0,0,0,87,0,10,1,0,29,79,0,0,2,0,0,0,0,2,0,0,44,0,0
1,0,5,0,19,141,0,15,1,0,9,52,0,0,2,0,0,0,0,2,0,0,174,0,14
1,1,4,2,0,141,0,13,1,0,58,25,0,1,2,0,0,0,0,1,0,0,393,0,0
1,0,0,0,0,141,0,4,1,0,7,124,0,1,2,0,0,0,0,1,0,0,312,0,1
1,0,0,0,5,9,21,59,1,0,7,129,0,1,3,0,0,0,0,1,0,0,2,0,1
1,1,1,3,0,130,0,47,0,0,21,46,0,1,2,0,0,2,0,1,0,0,80,0,1
1,1,2,1,32,121,25,3,0,0,18,2,0,0,4,0,0,0,0,0,0,0,409,0,13
1,1,2,1,34,141,25,3,0,0,39,93,0,1,1,0,0,0,0,1,0,0,367,0,0
1,1,2,1,34,141,25,3,0,0,39,93,0,1,1,0,0,0,0,1,0,0,367,0,0
1,1,2,1,34,141,25,3,0,0,39,93,0,1,1,0,0,0,0,1,0,0,367,0,0
1,1,2,1,5,121,15,3,0,0,2,8,0,0,0,0,0,0,0,2,0,0,415,0,17
1,1,4,2,32,106,11,45,1,0,58,25,0,1,2,0,0,0,0,1,0,0,32,0,16
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,2,0,0,91,0,1
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,2,0,0,91,0,1
1,0,5,0,32,141,0,7,1,0,0,136,0,1,2,0,0,0,0,2,0,0,394,0,1
1,0,5,0,32,141,0,3,1,0,7,51,0,1,2,0,0,0,0,2,0,0,93,0,1
1,1,4,2,31,115,0,46,1,0,61,26,0,1,2,0,0,0,0,1,0,0,106,0,3
1,1,4,2,32,58,0,10,1,0,56,62,0,1,2,0,0,0,0,1,0,0,36,0,16
1,1,4,2,30,50,0,12,1,0,58,25,0,1,2,0,0,0,0,2,0,0,47,0,15
1,0,0,0,19,161,27,3,1,0,25,130,0,1,2,0,0,5,0,1,0,0,328,0,14
1,1,1,3,13,1,18,7,0,0,37,43,0,1,2,0,0,0,0,2,0,0,175,0,1
1,0,0,0,19,141,0,1,1,0,9,183,0,0,2,0,0,0,0,1,0,0,236,0,14
1,1,4,2,32,119,0,18,1,0,58,25,0,1,2,0,0,0,0,1,0,0,416,0,14
1,1,4,2,19,141,0,7,1,0,58,25,0,0,2,0,0,0,0,0,0,0,376,0,12
1,0,0,0,32,141,0,5,1,0,25,151,0,1,2,0,0,0,0,2,0,0,63,0,12
1,1,4,2,32,67,0,5,1,0,14,27,0,1,2,0,0,0,0,0,0,0,94,0,13
1,0,0,0,32,1,0,3,1,0,7,51,0,1,2,0,0,0,0,0,0,0,423,0,1
1,1,4,2,3,141,7,10,1,0,61,26,0,1,2,0,0,0,0,2,0,0,203,0,3
0,1,2,1,31,131,0,3,0,0,39,3,0,1,1,0,0,0,0,0,2,0,360,0,6
1,1,2,1,31,1,0,6,0,0,21,92,0,1,1,0,0,0,0,0,0,0,23,0,1
1,1,2,1,31,1,0,6,0,0,21,92,0,1,1,0,0,0,0,0,0,0,23,0,1
1,1,2,1,31,1,0,6,0,0,21,92,0,1,1,0,0,0,0,0,0,0,23,0,1
1,1,4,2,13,141,0,6,1,0,58,23,0,1,2,0,0,0,0,0,0,0,23,0,17
1,1,2,1,19,158,0,3,0,0,2,18,0,0,2,0,0,0,0,2,0,0,330,0,12
1,1,2,1,19,158,0,3,0,0,2,18,0,0,2,0,0,0,0,2,0,0,330,0,12
1,1,2,1,19,158,0,3,0,0,2,18,0,0,2,0,0,0,0,2,0,0,330,0,12
1,1,4,2,4,41,23,9,1,0,61,26,0,1,2,0,0,0,0,1,0,0,92,0,13
1,0,5,0,5,86,22,4,1,0,9,152,0,1,2,0,0,0,0,2,0,0,371,0,1
