1,2,3,4,5,6,7,8,9
10,10,600017303,2,2,8,28,18888,262024
10,10,600017190,2,2,8,28,28699,188343
10,10,600017195,2,2,8,28,29500,59418
10,10,600017185,4,4,14,6,29500,360497
10,10,600017304,2,2,8,28,29908,244351
10,10,600017191,2,2,8,28,31268,194079
10,10,600017301,2,2,8,28,31657,382757
10,10,600017189,2,2,8,28,43205,116220
10,10,600017196,2,2,8,28,44605,309727
10,10,600017302,2,2,7,26,45800,259406
10,10,600017184,2,2,8,28,53824,41043
10,10,600017187,2,2,8,28,55135,273029
10,10,600018674,3,3,11,27,68918,24132
10,10,600017188,2,2,8,28,70249,418314
10,10,600017193,4,4,14,6,72010,213425
11,11,339909,2,2,8,28,1396,243869
11,11,339904,2,2,3,5,2027,345
11,11,339901,2,2,8,28,3557,270878
11,11,339911,2,2,8,28,6742,51326
11,11,339908,2,2,8,28,11481,36142
11,11,339896,2,2,8,28,22123,83373
11,11,339892,2,2,8,28,22123,337399
11,11,339916,2,2,8,28,28891,134625
11,11,339923,2,2,8,28,34666,418686
11,11,339897,2,2,8,28,35165,98167
11,11,339913,2,2,8,28,35421,380032
11,11,339884,2,2,8,28,42935,12156
11,11,339905,2,2,8,28,43021,438934
11,11,339906,2,2,2,24,44300,22818
11,11,339921,2,2,8,28,47268,415882
11,11,339914,2,2,8,28,47303,134316
11,11,339899,2,2,8,28,47732,263271
11,11,339915,2,2,8,28,47860,70727
11,11,339900,2,2,3,5,50206,395972
11,11,339907,4,4,14,6,59501,387662
11,11,339894,2,2,8,28,61403,382147
11,11,339903,2,2,3,5,65719,83577
11,11,339895,4,4,13,4,66530,257188
11,11,339902,2,2,8,28,70095,189852
11,11,340817,2,2,8,28,71101,258462
11,11,339922,2,2,3,5,72409,241668
11,11,339898,3,3,11,27,72578,205377
12,12,100095,2,2,2,24,3285,421086
12,12,100093,2,2,8,28,8265,100270
12,12,100089,2,2,8,28,30607,421556
12,12,100090,2,2,8,28,30794,170774
12,12,100126,2,2,8,28,32244,361304
12,12,100091,2,2,8,28,40606,418393
12,12,100094,2,2,8,28,55242,357334
12,12,100124,2,2,8,28,57358,277631
12,12,101946,2,2,8,28,61403,49977
13,13,30073548,4,4,14,6,19464,299619
13,13,30073557,2,2,8,28,21586,351921
13,13,30073551,2,2,8,28,32057,244797
13,13,30073717,2,2,8,28,53194,251136
13,13,30073690,2,2,8,28,54560,434482
13,13,30073553,2,2,8,28,55020,44178
13,13,30073550,2,2,8,28,57633,188699
13,13,30073547,2,2,8,28,69903,231562
13,13,30073549,2,2,8,28,69948,130160
13,13,30073555,2,2,8,28,70219,152962
14,14,14493848,2,2,8,28,7250,436879
14,14,14493844,2,2,8,28,23858,185087
14,14,14493843,2,2,8,28,23979,268967
14,14,14493842,4,4,14,6,30398,380150
14,14,14493847,2,2,8,28,44639,307906
14,14,14493846,2,2,8,28,44884,83353
14,14,14493845,2,2,8,28,67890,354760
14,14,14493839,2,2,8,28,70326,36176
16,16,88147,2,2,8,28,15629,375444
16,16,88043,2,2,8,28,21622,45244
16,16,88041,3,3,11,27,57755,218848
16,16,88039,2,2,8,28,61403,418649
16,16,88042,2,2,8,28,70780,188402
17,17,27961,2,2,8,28,61241,399504
18,18,30062790,2,2,8,28,354,22920
18,18,30062795,2,2,8,28,1247,392917
9,9,50773,2,2,8,28,16766,89105
1,1,9128920,2,2,8,28,12732,379821
1,1,9128957,2,2,8,28,13641,221111
1,1,9128878,2,2,8,28,30801,218751
1,1,9128928,2,2,8,28,34537,204811
1,1,9128931,2,2,8,28,38099,445767
1,1,9128923,2,2,8,28,39278,281063
1,1,9128930,2,2,8,28,41006,80689
1,1,9128915,2,2,8,28,49652,92845
1,1,9128884,2,2,8,28,54152,218669
1,1,9128901,2,2,8,28,57148,290935
1,1,9128879,2,2,8,28,59662,129710
1,1,9128887,3,3,11,27,70095,367340
1,1,9128906,2,2,8,28,70997,57842
1,1,9128902,2,2,8,28,71537,381375
1,1,9128889,2,2,8,28,71853,70731
2,2,203515,2,2,8,28,10335,366298
2,2,203516,2,2,8,28,11711,442553
2,2,203498,2,2,8,28,26694,182700
2,2,203530,2,2,8,28,47558,116301
2,2,203535,2,2,8,28,60706,392239
2,2,203536,2,2,8,28,69661,98145
2,2,203531,2,2,8,28,69661,190910
3,3,13124,2,2,8,28,8180,76225
3,3,13125,2,2,8,28,65719,451149
4,4,31082,2,2,8,28,52153,121706
4,4,31097,2,2,8,28,56099,158669
5,5,29724,2,2,8,28,7946,68953
5,5,29718,2,2,8,28,33275,74559
5,5,29726,2,2,8,28,43233,380427
6,6,23534,2,2,8,28,69878,52322
7,7,57328,2,2,8,28,23261,271081
7,7,57352,2,2,8,28,26871,147382
7,7,57354,2,2,8,28,51230,353106
7,7,57348,2,2,8,28,60020,11636
7,7,57346,2,2,8,28,65689,28890
7,7,57351,2,2,2,24,71376,238043
8,8,22512,2,2,8,28,50715,186642
8,8,22511,2,2,8,28,53659,109668
9,9,52600,2,2,8,28,18351,45305
9,9,52799,2,2,8,28,30191,22773
10,10,600030812,2,2,8,28,9507,214071
10,10,600030817,2,2,8,28,13325,429295
10,10,600030692,2,2,8,28,20049,400753
10,10,600030742,2,2,8,28,20989,309406
10,10,600030743,2,2,8,28,22252,222538
10,10,600030809,2,2,8,28,23872,349705
10,10,600030816,2,2,8,28,23872,404918
10,10,600030813,2,2,8,28,33870,75859
10,10,600030805,2,2,8,28,33870,309097
10,10,600030733,2,2,8,28,34153,362329
10,10,600030757,2,2,8,28,34153,402949
10,10,600030745,2,2,8,28,37254,333336
10,10,600030815,2,2,8,28,40010,115477
10,10,600030762,2,2,8,28,41648,164308
10,10,600030740,2,2,8,28,41648,225832
10,10,600030732,2,2,8,28,45493,20571
10,10,600030751,2,2,8,28,48421,266630
10,10,600030761,2,2,8,28,48499,407450
10,10,600030810,2,2,8,28,60701,360172
10,10,600030752,2,2,8,28,62252,376137
10,10,600030811,2,2,7,26,63219,46966
11,11,366081,2,2,8,28,87,331363
11,11,366076,2,2,8,28,913,340422
11,11,366601,2,2,8,28,952,13639
11,11,366602,2,2,8,28,952,121566
11,11,366063,2,2,8,28,1274,55550
11,11,366082,2,2,8,28,2255,156908
11,11,366065,2,2,8,28,2255,285323
11,11,366068,2,2,8,28,3661,255793
11,11,366083,2,2,8,28,3728,250205
11,11,366664,2,2,8,28,4049,352364
11,11,366599,2,2,8,28,4372,375288
11,11,366080,2,2,8,28,8521,72818
11,11,366661,2,2,8,28,10321,346025
11,11,366597,2,2,8,28,11192,50432
11,11,380936,2,2,8,28,14212,133616
11,11,366061,2,2,8,28,18297,404549
11,11,366078,2,2,3,5,20070,192369
11,11,370388,6,6,29,16,20523,208335
11,11,366075,2,2,8,28,21812,192437
11,11,366074,2,2,8,28,21812,416533
11,11,366663,2,2,8,28,25142,238116
11,11,366662,2,2,8,28,25142,439428
11,11,366079,2,2,8,28,25290,154778
11,11,366624,2,2,8,28,31275,81619
11,11,366600,2,2,8,28,32244,332894
11,11,380935,2,2,8,28,33712,325124
11,11,366073,2,2,8,28,40706,375840
11,11,366066,2,2,8,28,41464,369422
11,11,366062,2,2,8,28,42760,282516
11,11,366070,2,2,3,5,49820,268623
11,11,380937,2,2,8,28,51553,107418
11,11,366064,2,2,8,28,53778,20738
11,11,366067,2,2,8,28,58730,329561
11,11,366071,2,2,8,28,69945,40295
11,11,366077,2,2,8,28,70219,200687
12,12,106797,2,2,8,28,6510,71870
12,12,106793,2,2,8,28,7913,82807
12,12,106798,2,2,8,28,13540,165922
12,12,106829,4,4,14,6,13892,243672
12,12,106796,2,2,8,28,24938,30522
12,12,106830,2,2,8,28,25970,201661
12,12,106836,2,2,8,28,28705,187913
12,12,106837,2,2,8,28,42623,121524
12,12,106815,2,2,8,28,42801,214220
12,12,106795,2,2,8,28,53860,17917
12,12,106838,2,2,8,28,54496,91339
12,12,106794,2,2,8,28,59853,125635
13,13,30089501,2,2,8,28,239,435573
13,13,30089559,2,2,8,28,472,16899
13,13,30090274,2,2,8,28,8464,408154
13,13,30089490,2,2,8,28,10168,273969
13,13,30089489,2,2,8,28,12897,199379
13,13,30089478,2,2,8,28,21703,305
13,13,30089394,2,2,8,28,27134,97543
13,13,30089496,2,2,8,28,28245,303172
13,13,30089467,2,2,8,28,29204,393987
13,13,30089395,2,2,8,28,33578,425840
13,13,30089385,2,2,8,28,44605,311012
13,13,30089500,2,2,8,28,51727,165433
13,13,30089470,2,2,8,28,52050,98619
13,13,30089481,2,2,8,28,53581,136330
13,13,30089482,2,2,8,28,53581,449451
13,13,30089558,2,2,8,28,62433,430489
13,13,30089466,2,2,8,28,72100,28694
14,14,14499849,2,2,8,28,98,418282
14,14,14499897,2,2,8,28,1471,443389
14,14,14499843,2,2,8,28,3008,106684
14,14,14499879,2,2,8,28,18692,233160
14,14,14499876,2,2,8,28,27859,229490
14,14,14499852,2,2,8,28,36607,31618
14,14,14499850,2,2,8,28,52881,351752
14,14,14499842,2,2,8,28,71563,121455
15,15,12165,2,2,8,28,52312,295344
16,16,95181,2,2,8,28,8265,253805
16,16,95246,2,2,8,28,22023,137253
16,16,95190,2,2,8,28,26640,307892
16,16,95291,2,2,8,28,30868,411964
16,16,95130,2,2,8,28,33232,244473
16,16,95196,2,2,8,28,37748,76211
16,16,95202,2,2,8,28,44550,114648
16,16,95250,2,2,8,28,50190,170741
16,16,95189,2,2,8,28,52474,198383
16,16,95182,2,2,8,28,56340,59046
16,16,95247,2,2,8,28,56483,212441
16,16,95195,2,2,8,28,71292,303414
17,17,29552,2,2,8,28,12957,395669
17,17,29550,2,2,8,28,27956,69504
17,17,29558,2,2,8,28,28690,415686
17,17,29548,2,2,8,28,45118,436892
17,17,29557,2,2,8,28,60160,229166
10,10,70272,5,5,22,18,12376,430066
1,1,3288000,2,2,8,28,30977,301706
1,1,3463200,2,2,8,28,32111,54872
1,1,5500800,2,2,8,28,53376,39635
1,1,7280800,2,2,8,28,71048,240664
1,1,7282000,2,2,8,28,71048,370650
1,1,7274000,2,2,8,28,71043,267004
2,2,11696,2,2,8,28,26694,279574
11,11,1819,2,2,8,28,1233,147649
11,11,1881,5,5,18,7,1393,148916
11,11,3707,5,5,18,7,3226,155231
11,11,5544,5,5,18,7,5750,124206
11,11,6490,5,5,18,7,7226,132540
11,11,6697,5,5,18,7,7367,327534
11,11,6701,2,2,8,28,7367,437134
11,11,17912,5,5,18,7,18695,187763
11,11,26478,2,2,8,28,28142,290777
11,11,26512,5,5,18,7,28163,23060
11,11,46260,2,2,8,28,28198,286318
11,11,27457,2,2,8,28,28783,370032
11,11,29806,5,5,19,9,30801,277621
11,11,34052,2,2,8,28,36208,430653
11,11,34569,4,4,14,6,36958,143307
11,11,35343,5,5,18,7,38230,164223
11,11,35349,5,5,18,7,38230,351338
11,11,43138,5,5,18,7,46615,446259
11,11,44219,4,4,14,6,48724,300960
11,11,47542,2,2,8,28,52300,181098
11,11,55993,2,2,8,28,61403,148410
11,11,59245,5,5,18,7,65131,340339
11,11,59969,2,2,8,28,65802,418519
11,11,14408,5,5,18,7,67297,275138
11,11,62354,2,2,8,28,70219,338993
16,16,21377,5,5,21,13,23461,263948
1,1,1550000,2,2,8,28,13913,312717
1,1,2439800,2,2,8,28,24351,347400
1,1,3786600,2,2,8,28,34249,31734
1,1,3789200,2,2,8,28,34249,187322
1,1,4030400,2,2,8,28,39036,279962
1,1,4050000,2,2,8,28,39278,187444
1,1,4372200,2,2,8,28,42372,155195
1,1,6227900,2,2,8,28,52779,279156
1,1,5895400,5,5,26,14,58304,213671
1,1,6147600,2,2,8,28,61277,400425
1,1,7553400,2,2,8,28,72228,125173
1,1,7643600,2,2,8,28,72846,346802
2,2,4656,2,2,8,28,14508,186791
2,2,2062,4,4,13,4,37468,98246
4,4,9857,2,2,8,28,13486,42615
5,5,2888,5,5,18,7,48512,362035
8,8,11424,2,2,8,28,62303,446829
9,9,1445,2,2,5,11,26676,254454
9,9,4807,2,2,5,11,30164,145577
9,9,13683,2,2,8,28,43195,277179
9,9,12605,2,2,8,28,61403,186067
11,11,57670,5,5,18,7,63219,167198
11,11,64993,2,2,8,28,71537,155660
12,12,7508,2,2,8,28,6507,225038
12,12,7509,2,2,8,28,6507,366172
12,12,13174,2,2,8,28,32244,25727
12,12,13183,2,2,8,28,32244,297436
14,14,506750,2,2,8,28,25745,99031
16,16,11684,5,5,18,7,53248,342519
16,16,17673,5,5,26,14,68179,198887
16,16,17794,2,2,8,28,70397,401009
1,1,1924300,2,2,8,28,19626,7236
13,13,15552,2,2,5,11,31549,186965
14,14,98350,2,2,8,28,4686,107331
14,14,102150,2,2,8,28,18198,436679
12,12,35645,2,2,8,28,32313,105680
16,16,926,2,2,8,28,28766,307105
8,8,6591,5,5,22,18,32080,370712
11,11,3193,2,2,8,28,3008,9858
12,12,23005,2,2,8,28,13983,94786
12,12,3141,2,2,8,28,22666,224253
12,12,35885,2,2,8,28,48724,94865
1,1,9100,2,2,8,28,128,445686
1,1,16950,5,5,18,7,274,285065
1,1,9002572,2,2,8,28,274,414787
1,1,63700,2,2,8,28,827,183739
1,1,145900,2,2,8,28,1167,446051
1,1,327300,2,2,8,28,3383,351908
1,1,477500,2,2,8,28,5052,342196
1,1,487100,2,2,8,28,5446,56902
1,1,551500,2,2,8,28,5883,161405
1,1,584400,2,2,8,28,6507,432985
1,1,599100,2,2,8,28,6742,258079
1,1,844100,2,2,8,28,8362,259702
1,1,857300,2,2,8,28,8464,33395
1,1,1300600,2,2,8,28,12357,98246
1,1,1405750,2,2,8,28,12902,399251
1,1,1405900,2,2,8,28,12902,448245
1,1,1485800,2,2,8,28,13486,386542
1,1,1504050,5,5,26,14,13600,400965
1,1,1525700,2,2,8,28,13758,3130
1,1,1709500,5,5,18,7,15359,335354
1,1,1737425,2,2,8,28,16782,143754
1,1,1738900,5,5,18,7,16782,336973
1,1,1763600,2,2,8,28,17236,319703
1,1,1940975,2,2,8,28,19677,366739
1,1,2004350,2,2,8,28,20467,254501
1,1,2111750,2,2,8,28,21622,418818
1,1,2143500,2,2,8,28,21771,253712
1,1,2153100,2,2,8,28,21785,379666
1,1,2246000,2,2,8,28,22166,117410
1,1,2247300,5,5,21,13,22166,366218
1,1,5287050,2,2,8,28,22354,327268
1,1,2411500,2,2,8,28,23979,438872
1,1,2492625,2,2,8,28,25292,340281
1,1,2492675,4,4,14,6,25294,351538
1,1,320000,2,2,8,28,25920,378251
1,1,2788250,2,2,8,28,27725,115626
1,1,2814300,2,2,8,28,27743,192521
1,1,2933600,2,2,8,28,28941,446757
1,1,3103900,2,2,8,28,29952,332304
1,1,3105725,2,2,8,28,29952,361310
1,1,3491775,2,2,8,28,32244,120835
1,1,3603900,2,2,8,28,32313,337416
1,1,3970800,2,2,8,28,38396,348575
1,1,4126950,2,2,8,28,39651,419349
1,1,967000,2,2,8,28,40454,336200
1,1,4220300,2,2,8,28,41115,404095
1,1,4220350,2,2,8,28,41115,418436
1,1,4283850,2,2,8,28,41846,114234
1,1,3420100,2,2,8,28,42576,146004
1,1,4579500,2,2,8,28,44562,159796
1,1,2851350,2,2,8,28,45493,266540
1,1,4798000,2,2,8,28,45750,94782
1,1,4843625,2,2,8,28,46217,31618
1,1,4854650,2,2,8,28,46315,374105
1,1,4863900,2,2,8,28,46326,139475
1,1,5026150,2,2,8,28,48451,326971
1,1,5261450,5,5,18,7,50715,295614
1,1,5319000,4,4,14,6,51159,21294
1,1,5356100,2,2,8,28,51423,143674
1,1,5561700,2,2,8,28,54045,4379
1,1,6114850,2,2,8,28,55209,318744
1,1,7635300,2,2,8,28,59433,287167
1,1,1066000,2,2,8,28,59624,236549
1,1,5961100,2,2,8,28,59662,114234
1,1,6018825,2,2,8,28,59871,47734
1,1,6181250,2,2,8,28,61403,98619
1,1,6181700,2,2,8,28,61403,99662
1,1,6238650,2,2,8,28,61403,337037
1,1,6252130,2,2,8,28,61403,386183
1,1,6263850,2,2,8,28,61403,439547
1,1,6455900,2,2,8,28,63571,173987
1,1,6457750,2,2,8,28,63571,214737
1,1,6486700,5,5,21,13,63855,102056
1,1,6486900,5,5,21,13,63855,366123
1,1,6496360,5,5,18,7,64078,144785
1,1,6496365,5,5,18,7,64078,361965
1,1,6815575,4,4,14,6,66351,416306
1,1,6876750,2,2,8,28,67297,227502
1,1,6927600,4,4,13,4,68635,259922
1,1,6941100,2,2,8,28,69016,125026
1,1,6959100,2,2,8,28,69479,209187
1,1,7146100,2,2,8,28,70279,159443
1,1,7353950,2,2,8,28,71430,59214
1,1,7380100,4,4,14,6,71430,277006
1,1,7487400,4,4,13,4,71852,207926
1,1,7487450,2,2,8,28,71852,267690
7,7,2693,2,2,8,28,26811,220133
7,7,9232,2,2,8,28,27572,48000
8,8,3753,2,2,8,28,18168,377308
9,9,1566,2,2,5,11,43195,599
11,11,19747,2,2,8,28,21433,271755
11,11,41257,2,2,8,28,44695,331566
11,11,51551,5,5,21,13,55242,152828
14,14,727100,5,5,21,13,33325,335071
15,15,697,2,2,8,28,32244,98522
1,1,2528175,5,5,18,7,25657,231429
1,1,3170300,5,5,18,7,30388,171528
1,1,3385190,2,2,8,28,31549,172743
1,1,3911450,2,2,8,28,37617,296627
1,1,6566350,2,2,8,28,64640,356277
7,7,18425,2,2,5,11,71030,320567
12,12,31921,2,2,8,28,13486,266943
12,12,31922,2,2,8,28,13486,444570
1,1,7354500,2,2,8,28,71430,64103
1,1,7357950,2,2,8,28,71430,107829
4,4,1094,2,2,8,28,10200,295834
4,4,1017,2,2,8,28,19507,417901
4,4,9982,5,5,18,7,19814,164357
4,4,6887,2,2,8,28,24896,242908
4,4,1091,2,2,8,28,28594,126565
4,4,2159,5,5,18,7,54705,27208
5,5,3026,2,2,5,11,13095,47991
5,5,861,2,2,8,28,20652,333916
5,5,991,4,4,14,6,36696,104387
5,5,6361,2,2,8,28,46204,122845
5,5,6364,2,2,5,11,46204,414903
12,12,33559,5,5,18,7,18584,171207
12,12,19470,5,5,26,14,18584,408659
12,12,35729,2,2,8,28,41963,291080
13,13,45338,2,2,8,28,36518,329498
17,17,4886,2,2,8,28,69841,111286
17,17,4896,2,2,8,28,69841,415030
1,1,1838335,2,2,8,28,18367,341052
1,1,9006375,2,2,8,28,71537,211682
3,3,6310,4,4,14,6,69707,416125
7,7,5508,2,2,8,28,2520,141672
7,7,10439,2,2,5,11,56016,450461
8,8,13848,2,2,8,28,71537,184670
8,8,13888,2,2,8,28,71537,353249
9,9,15910,2,2,5,11,2394,6396
9,9,15909,2,2,5,11,2394,209815
10,10,2747,2,2,8,28,8265,23265
10,10,2870,5,5,18,7,8265,207761
11,11,91203,2,2,8,28,2479,118827
11,11,23195,2,2,8,28,25354,44161
11,11,23197,2,2,8,28,25354,132774
11,11,26062,2,2,8,28,27800,342507
11,11,39202,2,2,8,28,43017,370132
11,11,84917,2,2,8,28,43461,52605
11,11,35497,2,2,8,28,52453,270089
11,11,91434,2,2,8,28,54596,217328
12,12,11697,2,2,8,28,15026,36314
12,12,15290,2,2,8,28,31409,8886
12,12,9163,5,5,18,7,44761,79169
12,12,13461,2,2,8,28,51019,439369
13,13,46855,2,2,8,28,14253,205
13,13,47193,2,2,8,28,33391,186199
14,14,191,2,2,8,28,24181,64678
14,14,212,2,2,8,28,52507,104078
10,10,10504,4,4,14,6,27725,281206
11,11,110580,2,2,8,28,72209,377552
1,1,9009123,2,2,8,28,7876,22456
1,1,9009146,2,2,8,28,9233,450261
1,1,9009124,5,5,18,7,13608,69294
2,2,3788,2,2,8,28,61985,358464
5,5,5235,2,2,5,11,38396,307534
5,5,5240,2,2,5,11,38396,440965
7,7,2819,5,5,21,13,31549,23692
7,7,10669,2,2,8,28,37748,310993
10,10,9932,2,2,8,28,15026,78162
10,10,15807,2,2,8,28,40371,161314
11,11,112063,4,4,14,6,64833,172025
12,12,38598,2,2,8,28,25471,400984
13,13,56759,2,2,8,28,3123,426535
13,13,56810,2,2,5,11,24341,185526
13,13,56761,2,2,8,28,62145,252110
13,13,56760,2,2,8,28,62145,301535
1,1,9013233,2,2,8,28,11281,126648
11,11,133843,2,2,8,28,62732,129178
1,1,9020358,2,2,8,28,706,99452
1,1,9020374,2,2,8,28,17560,209269
1,1,9020375,2,2,8,28,17560,219467
1,1,9020396,2,2,8,28,45493,64258
2,2,18699,4,4,14,6,54778,190900
3,3,3339,2,2,8,28,31864,3790
5,5,8440,2,2,8,28,43644,68889
9,9,21409,2,2,8,28,62114,261859
10,10,26476,2,2,8,28,70331,236079
11,11,136056,2,2,8,28,12810,122695
11,11,136057,2,2,8,28,12810,413443
11,11,136319,2,2,8,28,42735,445501
11,11,136117,2,2,8,28,53665,404192
11,11,136123,2,2,8,28,57231,134262
11,11,136133,2,2,8,28,62458,216868
11,11,136411,2,2,8,28,69866,151253
11,11,136156,2,2,8,28,71083,334375
11,11,136157,2,2,8,28,71265,104276
11,11,136158,2,2,8,28,71265,446564
12,12,45194,2,2,8,28,3503,114234
12,12,45199,5,5,21,13,13608,421618
12,12,45198,4,4,14,6,53880,304553
12,12,45192,4,4,14,6,53880,358518
13,13,68433,2,2,8,28,36153,50112
13,13,68428,4,4,14,6,38875,364838
13,13,68489,2,2,8,28,55474,367347
13,13,68463,2,2,8,28,61403,334196
14,14,12327,5,5,18,7,14429,324298
14,14,12328,2,2,8,28,14429,359172
14,14,12269,2,2,8,28,70010,272116
16,16,9115,5,5,18,7,10244,155299
16,16,9113,2,2,8,28,10244,304072
16,16,9104,2,2,8,28,61403,69049
1,1,9025872,2,2,8,28,12490,194158
1,1,9026381,2,2,8,28,54921,110341
1,1,9026174,2,2,8,28,56381,362398
1,1,9025977,5,5,26,14,59759,167556
11,11,146112,2,2,8,28,23858,103059
11,11,146153,2,2,8,28,35105,98496
11,11,146285,2,2,8,28,36827,375349
11,11,146140,2,2,8,28,43207,239693
11,11,146362,2,2,8,28,54025,288263
12,12,47917,2,2,8,28,62660,309537
13,13,75230,2,2,8,28,5750,371982
13,13,75249,2,2,8,28,32313,208310
14,14,15167,2,2,8,28,27075,152777
14,14,15188,4,4,14,6,44939,132362
1,1,9029540,2,2,8,28,20607,295939
1,1,9029650,2,2,8,28,39278,446869
1,1,9029679,2,2,8,28,42964,203986
1,1,9029719,2,2,8,28,48375,395250
1,1,9029793,2,2,8,28,61009,149718
1,1,9029795,2,2,8,28,61403,107150
2,2,21343,2,2,8,28,52060,424570
6,6,7939,2,2,5,11,66897,367203
10,10,29186,2,2,8,28,43906,65789
10,10,29187,2,2,8,28,43906,150582
10,10,29239,2,2,8,28,54778,355012
11,11,149252,5,5,21,13,13608,14267
11,11,149171,2,2,8,28,16481,436278
11,11,149389,5,5,18,7,29260,402986
11,11,149135,2,2,8,28,30801,292817
11,11,149445,2,2,8,28,70780,421999
12,12,49086,2,2,8,28,8018,158989
12,12,49715,2,2,8,28,40075,210139
12,12,49110,2,2,8,28,48853,399545
13,13,78633,2,2,8,28,3466,332428
13,13,78632,2,2,8,28,3466,357846
13,13,78629,2,2,8,28,5989,92223
13,13,78675,2,2,8,28,9223,38240
13,13,78645,2,2,8,28,19346,421058
13,13,78501,2,2,8,28,21795,210545
13,13,78499,2,2,8,28,22777,273775
13,13,78671,2,2,8,28,26929,409281
13,13,78679,2,2,8,28,43586,198235
13,13,78595,2,2,8,28,52507,198975
13,13,78597,2,2,8,28,54021,198240
13,13,78607,5,5,18,7,54036,314184
13,13,78642,2,2,8,28,68241,249878
14,14,16056,2,2,8,28,7226,200556
14,14,16061,2,2,8,28,22092,225655
14,14,16036,2,2,8,28,55209,241915
16,16,11216,2,2,8,28,29260,298236
16,16,11035,2,2,8,28,64504,152230
17,17,13887,2,2,8,28,43541,278454
17,17,13888,2,2,8,28,43541,402566
1,1,9039067,2,2,8,28,12794,278438
1,1,9039074,2,2,8,28,67793,360497
2,2,24619,2,2,8,28,69841,413025
6,6,9090,2,2,8,28,33991,17004
6,6,11649,2,2,8,28,33991,365154
6,6,10780,2,2,8,28,65719,438161
9,9,25796,2,2,8,28,59747,305435
9,9,25723,2,2,8,28,72582,215760
10,10,36740,4,4,14,6,41871,418609
10,10,36743,2,2,8,28,44605,222857
10,10,36750,5,5,26,14,50190,273835
10,10,36751,5,5,18,7,52153,52366
10,10,36761,2,2,7,26,64719,400334
10,10,36766,2,2,8,28,70661,231982
11,11,167023,2,2,8,28,3008,308486
11,11,166895,2,2,8,28,3502,377603
11,11,166896,2,2,8,28,3502,418311
11,11,166899,2,2,8,28,7346,153177
11,11,166964,2,2,8,28,58789,87100
11,11,166985,4,4,13,4,71663,137915
12,12,14462,2,2,8,28,11993,50962
12,12,14451,4,4,14,6,62239,189288
13,13,90786,2,2,8,28,22023,425895
13,13,90828,5,5,21,13,40909,192207
13,13,90856,2,2,8,28,65131,99626
13,13,90744,2,2,8,28,71788,126466
14,14,1452772,4,4,14,6,28113,435530
15,15,3303,5,5,21,13,33935,257724
16,16,34771,2,2,8,28,9334,116337
16,16,34774,2,2,8,28,13486,344392
16,16,34773,2,2,8,28,24267,94411
16,16,34781,2,2,8,28,25365,184741
16,16,34780,2,2,8,28,25365,323395
16,16,34717,2,2,5,11,27693,99198
16,16,34786,2,2,8,28,51070,392296
17,17,15425,2,2,5,11,32487,342793
1,1,9042958,2,2,8,28,8668,226107
1,1,9042960,2,2,8,28,8668,381288
1,1,9043283,4,4,14,6,18946,124882
1,1,9043606,3,3,9,23,32244,31039
1,1,9043735,2,2,8,28,34097,174220
1,1,9042799,2,2,8,28,37799,99551
1,1,9042864,2,2,8,28,41184,222732
1,1,9042879,3,3,9,23,42172,257188
1,1,9042955,2,2,8,28,44079,417471
1,1,9042977,2,2,8,28,44909,125581
1,1,9043029,2,2,8,28,47101,90425
1,1,9043151,2,2,8,28,52210,282442
1,1,9043188,2,2,8,28,53818,400951
1,1,9043242,2,2,8,28,55474,85761
1,1,9043266,3,3,9,23,57148,392410
1,1,9043469,2,2,8,28,65689,170284
1,1,9043524,3,3,9,23,65719,414794
1,1,9043621,2,2,8,28,69863,98246
1,1,9043666,2,2,8,28,70928,188512
3,3,1401,2,2,8,28,18946,354427
4,4,13413,2,2,8,28,913,34894
4,4,13556,2,2,8,28,9050,96011
4,4,29769,4,4,14,6,11354,97543
4,4,13384,2,2,8,28,11993,423202
4,4,13551,2,2,8,28,14738,290935
4,4,13552,2,2,8,28,16904,194252
4,4,13387,2,2,8,28,22943,141498
4,4,13558,5,5,18,7,30801,285528
4,4,13407,2,2,8,28,45731,423386
4,4,13381,2,2,8,28,55242,434201
4,4,13557,2,2,8,28,55897,309582
4,4,13553,2,2,8,28,60735,77143
4,4,14417,2,2,8,28,61403,14207
4,4,13370,2,2,8,28,67444,274987
5,5,14791,2,2,8,28,18946,88164
5,5,14773,2,2,8,28,38396,124258
5,5,14554,2,2,8,28,59702,59275
5,5,14809,2,2,8,28,59702,185573
9,9,25793,2,2,8,28,7466,139721
9,9,25719,2,2,8,28,15026,408695
9,9,25779,5,5,18,7,31549,105587
9,9,25776,2,2,8,28,52257,17427
9,9,25768,2,2,8,28,64239,143363
9,9,25736,2,2,8,28,67839,192453
9,9,25628,2,2,8,28,67839,213425
9,9,25765,2,2,8,28,68722,17088
10,10,42238,2,2,8,28,3008,60753
10,10,42431,2,2,8,28,7036,436180
10,10,42435,4,4,14,6,9078,151138
10,10,42381,2,2,8,28,20070,292176
10,10,43392,5,5,26,14,25884,340073
10,10,43399,2,2,8,28,27574,447252
10,10,43413,2,2,8,28,29327,306488
10,10,43439,2,2,8,28,34097,31598
10,10,42452,2,2,8,28,39278,155165
10,10,42455,5,5,26,14,51230,278948
10,10,42479,5,5,18,7,60629,219071
10,10,42254,2,2,8,28,62499,64059
10,10,42454,5,5,21,13,71083,14568
